Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-5882.905	-6056.392	173.4866	1.194921	1.262646	4.775658
6	-5878.991	-6052.036	173.0449	1.193094	1.582402	4.886249
12	-5879.443	-6052.828	173.3853	1.084405	1.606212	4.747661
18	-5887.321	-6059.049	171.7282	1.157642	1.723609	5.58067
24	-5888.594	-6060.767	172.1727	1.068771	1.523812	5.461069
30	-5889.914	-6061.992	172.0782	1.160258	1.527924	5.461069
36	-5882.316	-6052.416	170.1001	1.097664	1.371796	6.637876
42	-5881.083	-6052.487	171.4041	1.090212	1.373095	5.932971
48	-5883.39	-6056.544	173.1537	1.032715	1.449	4.969026
54	-5876.232	-6048.165	171.9329	1.044174	1.449	5.636726
60	-5882.33	-6055.113	172.7831	1.142497	1.349032	5.156741
66	-5877.755	-6050.904	173.1482	1.075626	1.250057	5.036377
72	-5879.106	-6053.32	174.213	1.272842	1.250057	4.329773
78	-5885.93	-6058.935	173.005	1.182248	1.74409	4.853428
84	-5886.449	-6060.06	173.6104	1.200138	1.246347	4.711211
90	-5884.106	-6058.402	174.296	1.316728	1.451978	4.166693
96	-5885.841	-6059.94	174.0987	1.255025	1.553479	4.271373
102	-5887.329	-6061.525	174.1957	1.219434	1.412928	4.295589
108	-5882.833	-6056.632	173.7986	1.205751	1.412928	4.527234
114	-5883.114	-6055.839	172.7251	1.145929	1.422581	5.155146
120	-5882.487	-6054.215	171.7288	1.013893	1.421325	5.77674
126	-5888.107	-6061.068	172.9613	1.151783	1.268473	5.089237
132	-5888.89	-6060.904	172.014	1.146216	1.528706	5.503794
138	-5887.46	-6060.166	172.7066	1.161036	1.633183	5.072447
144	-5888.97	-6057.822	168.8515	1.017263	1.620286	7.255271
150	-5881.688	-6054.201	172.5131	1.10799	1.427244	5.291374
156	-5883.521	-6056.874	173.3528	1.208849	1.427244	4.769132
162	-5874.376	-6048.274	173.8985	1.328479	1.562397	4.339502
168	-5880.222	-6054.395	174.1722	1.264092	1.643698	4.188805
174	-5884.944	-6059.52	174.5758	1.307546	1.335134	4.0644
180	-5881.28	-6056.785	175.5048	1.254614	1.414769	3.523719
186	-5888.376	-6061.624	173.2472	1.282475	1.391903	4.802186
192	-5880.698	-6054.386	173.6883	1.282475	1.735493	4.41741
198	-5884.698	-6058.277	173.5787	1.221257	1.744672	4.510237
204	-5884.268	-6057.008	172.7405	1.102307	1.041163	5.351676
210	-5890.674	-6062.869	172.1942	0.9878389	1.288018	5.593914
216	-5890.745	-6062.455	171.7097	1.035372	1.324813	5.816921
222	-5875.575	-6047.983	172.4075	1.154026	1.451112	5.314294
228	-5880.5	-6052.983	172.4828	1.124724	1.407912	5.307064
234	-5879.214	-6050.569	171.3544	0.9576012	1.633737	5.928037
240	-5881.601	-6054.333	172.7323	1.121406	1.633737	5.079973
246	-5885.007	-6057.11	172.1032	1.121406	1.78988	5.370603
252	-5884.459	-6056.874	172.4158	1.047694	1.397533	5.390914
258	-5888.585	-6059.916	171.3309	1.027605	1.642106	5.899483
264	-5879.932	-6052.375	172.4433	1.079221	1.542655	5.29862
270	-5881.655	-6054.637	172.9827	1.189852	1.614334	4.91024
276	-5882.564	-6055.881	173.3168	1.147066	1.234575	4.91024
282	-5883.108	-6057.219	174.1103	1.193101	1.032364	4.543873
288	-5886.866	-6059.1	172.2344	1.198503	1.604791	5.323811
294	-5884.811	-6057.581	172.7702	1.089385	1.3392	5.197584
300	-5892.759	-6064.515	171.7553	1.104798	1.448698	5.701037
306	-5889.023	-6062.348	173.3248	1.168157	1.522923	4.76777
312	-5893.857	-6066.712	172.8554	1.106205	1.468829	5.085624
318	-5885.586	-6059.1	173.5142	1.152174	1.527794	4.668786
324	-5880.555	-6052.549	171.9937	1.081543	1.527794	5.55088
330	-5889.543	-6062.183	172.6402	1.208333	1.694205	5.060127
336	-5885.099	-6059.065	173.9667	1.161105	1.358501	4.481697
